POGZ	1.00E-01
MECP2	1.00E-14
SCN2A	1.69E-16
PTEN	1.00E-14
CHD2	7.50E-05
DYRK1A	1.00E+00
SYNGAP1	2.09E-04
CHD8	3.51E-09
FOXP1	9.04E-09
SHANK3	4.46E-08
ADNP	3.43E-03
ARID1B	4.28E-06
KMT5B	3.00E-02
KDM5B	5.17E-13
ASH1L	1.00E+00
GIGYF1	1.00E+00
SLC6A1	9.36E-14
DEAF1	9.83E-10
DNMT3A	1.12E-10
GRIN2B	2.77E-04
ASXL3	1.00E+00
CUL3	3.10E-01
KCNQ3	3.91E-04
BRSK2	2.00E-02
TAOK1	1.59E-04
STXBP1	1.85E-04
ARHGEF9	1.00E-02
DDX3X	1.26E-05
NF1	1.90E-01
CTCF	6.00E-02
RORB	2.91E-03
MYT1L	2.38E-05
TBL1XR1	1.21E-05
DYNC1H1	2.02E-05
MED13L	1.10E-01
KMT2A	1.20E-01
TBR1	2.07E-04
RFX3	3.99E-04
ANK2	9.00E-02
WAC	4.70E-01
PHF21A	1.00E+00
SMARCC2	1.00E+00
CLCN4	9.22E-06
CTNNB1	1.00E+00
KDM6B	4.00E-02
ANKRD11	3.30E-01
KMT2C	2.00E-02
MED13	3.10E-01
TLK2	2.18E-04
SETD5	9.00E-02
CNOT3	7.72E-03
SYNCRIP	1.00E+00
TCF20	1.00E+00
SRPRA	1.91E-03
SHANK2	1.00E+00
MARK2	1.00E-02
TCF4	7.28E-03
KCNB1	3.20E-04
MBD5	2.40E-01
WDFY3	5.49E-03
IRF2BPL	9.00E-02
GABBR2	3.65E-05
EHMT1	7.00E-02
SCN1A	9.52E-04
NAA15	1.00E-02
PRKAR1B	1.38E-04
HIST1H1E	6.00E-02
SATB2	6.75E-04
NFE2L3	2.71E-03
NUDCD2	4.74E-04
PHIP	2.00E-02
NRXN1	6.00E-02
CACNA1D	5.04E-05
IQSEC2	1.99E-05
PBX1	1.63E-03
PSMD12	4.64E-03
EP300	1.00E-02
EBF3	4.66E-03
SKI	1.40E-01
PCDH19	5.00E-02
UBB	1.60E-01
MEIS2	2.00E-02
SRCAP	2.00E-02
PPP2R5D	3.11E-03
DSCAM	1.00E-01
CASZ1	1.00E+00
CSDE1	1.80E-01
PAPOLG	3.10E-05
BCL11A	1.00E+00
HNRNPD	1.00E+00
CASK	5.40E-03
KIRREL3	4.02E-03
TSC1	9.00E-02
TGM1	5.55E-03
CBL	3.75E-03
GRIA2	8.30E-03
TAF6	4.49E-05
LRP10	6.70E-04
FAM210A	8.11E-04
TNPO3	1.58E-04
TCF7L2	1.40E-01
PHF3	1.00E+00
TAF4	4.90E-01
NR3C2	1.00E-01
MEF2C	7.37E-04
RALGAPB	1.00E+00
SETBP1	4.58E-03
TRIP12	2.75E-04
GABRA1	2.29E-04
KLHL36	7.52E-03
FOXG1	1.54E-04
KCNQ2	2.30E-01
GRIN1	1.43E-04
EIF3G	5.54E-04
FBN1	7.01E-04
SLX4	4.22E-03
CCDC40	2.60E-01
DLG4	3.50E-01
KDM6A	4.00E-02
TSC2	6.49E-03
ARHGEF18	2.00E-02
CAPRIN1	1.00E+00
GSS	3.26E-03
TOP2B	1.00E-02
DMWD	1.00E+00
UBN2	1.00E+00
CELF4	7.00E-02
TPK1	2.73E-04
AUTS2	5.30E-01
CASKIN1	3.00E-04
HNRNPUL2	1.00E+00
HMCN2	2.42E-03
SLC25A6	1.00E+00
HIVEP1	1.13E-04
SPRY2	3.00E-01
FRMD7	1.00E+00
MSL3	1.00E-02
LMTK3	2.00E-02
KIAA1958	7.00E-02
PAX5	2.70E-01
FXYD5	1.00E+00
JPH3	2.66E-03
TMC4	8.00E-02
ECPAS	3.90E-01
SEC61A1	2.00E-02
FUBP3	1.00E-01
ZNF71	7.26E-05
LEMD3	1.76E-03
PFN2	1.00E+00
MYH14	6.07E-04
RAI1	4.60E-01
SMAD6	7.00E-02
RBBP5	2.20E-04
ZBTB45	2.30E-01
HMGCL	2.00E-02
UPF3B	1.00E+00
EBAG9	1.00E+00
RERE	3.00E-01
CDH7	3.00E-02
CSNK2B	1.00E+00
UGT1A6	1.00E-02
NUDT17	3.20E-01
SETD1A	2.00E-02
MYO1E	2.96E-03
NCKAP1	4.00E-02
SCNN1D	1.74E-03
SUSD4	1.00E-02
GPC5	9.28E-03
TBCEL	3.40E-01
ZMYND8	1.00E+00
LINS1	4.00E-02
RIPK1	1.00E-02
CNNM2	4.17E-03
MKX	4.27E-03
FMR1	1.00E+00
ASB17	4.00E-02
SIN3A	2.00E-02
PMM2	2.00E-02
ZMAT5	5.96E-04
MFHAS1	5.95E-04
ACTB	1.77E-03
NCOA2	1.51E-03
EIF4G2	2.92E-03
KLHL25	8.69E-04
PSMA3	8.00E-02
AHDC1	1.00E-01
AP2S1	2.32E-03
ANP32A	1.00E+00
YWHAZ	4.11E-03
ANP32D	3.17E-04
UGT1A10	1.00E-02
WFS1	9.41E-04
MYCBP2	8.00E-02
PLEKHG6	1.00E+00
PTK2	2.00E-01
TOP3B	5.23E-04
P4HTM	3.00E-02
NR2F1	2.00E-02
SLC6A13	7.48E-04
ACTG1	2.23E-03
SLC34A1	1.11E-03
UGT2B15	9.58E-03
MAP2K7	1.00E-02
MAVS	1.00E+00
C19orf33	1.60E-01
TNFAIP8L3	2.14E-03
INTS2	1.00E+00
PRR14L	1.00E+00
PHF12	1.00E+00
FABP4	1.57E-03
CFAP410	2.00E-02
CERS4	6.36E-04
BRF1	8.23E-03
NME6	9.51E-04
FAM117A	3.38E-03
NR4A2	2.90E-01
CNGB3	1.00E-02
TSPAN4	3.00E-02
TWF2	1.00E+00
STARD10	3.00E-02
ZNF462	1.50E-01
TM7SF3	1.46E-03
SOX11	4.33E-03
RAC3	1.55E-03
RPS6KA3	8.00E-02
TMEM116	1.00E+00
ZNF292	2.10E-01
CLTC	4.40E-01
TPRX1	2.00E-02
CELF2	4.70E-01
C1QC	1.00E+00
AP1G1	1.00E-01
RELN	1.38E-03
FUK	6.00E-02
ZFAND5	5.00E-02
ZBTB14	3.00E-02
ITGB5	1.20E-01
NRG4	1.20E-01
GNB2	3.68E-03
HECTD4	2.60E-01
LAMB1	7.43E-04
FANCE	1.00E+00
MGRN1	3.00E-02
SON	5.20E-01
PCLO	6.00E-02
TSHZ1	1.00E+00
CARD8	2.00E-02
TCF3	1.40E-01
TCHHL1	5.10E-01
TINAG	6.00E-02
RANBP17	1.20E-01
G3BP1	3.80E-01
HIST1H1A	2.30E-01
CREBBP	3.49E-03
HIST1H2BK	2.00E-01
PPP1R17	1.00E+00
NALCN	6.17E-03
PER2	2.20E-01
DNAJC5	9.00E-02
S100G	1.00E+00
GARNL3	8.80E-03
HPS6	1.70E-01
ZNF76	1.03E-03
ZNF396	1.00E+00
FBXO22	4.00E-02
TEX264	7.00E-02
CARD14	1.80E-01
CYP3A7	1.50E-01
SPTAN1	2.65E-03
USP9X	3.66E-03
LDB1	1.00E+00
TMEM165	4.00E-02
CTDSPL2	1.00E+00
KCNMA1	6.46E-03
FEZF2	6.00E-02
BDP1	1.00E+00
LRRFIP1	2.00E-01
PNN	5.30E-01
PLIN4	2.00E-02
SLC4A9	6.42E-03
SSR2	6.00E-02
TPST2	1.20E-01
ABCC5	3.49E-03
PRKDC	2.30E-01
MOB4	5.39E-04
RUSC2	4.27E-03
GABRB3	2.00E-02
ST5	6.00E-02
HDAC4	2.40E-01
RASGEF1B	3.76E-03
CA3	5.01E-03
TNFRSF8	5.40E-01
SYP	1.40E-01
SLF1	2.60E-01
PHF2	2.20E-01
FGF19	9.00E-02
EFR3A	4.36E-04
FANCL	6.00E-02
PSMD11	7.90E-04
ARHGEF2	8.00E-02
CCDC103	7.00E-02
NNT	7.00E-02
RFX8	2.00E-02
ORM1	4.00E-02
DIP2C	1.00E+00
PTGS1	2.00E-02
CDK18	1.33E-03
RUNX1T1	1.00E+00
MIB1	1.00E+00
PUF60	4.00E-02
PTMS	1.50E-01
TMEM126B	2.00E-02
GABRG2	4.00E-02
CBLL1	1.20E-01
SMARCA2	4.00E-02
BRF2	4.10E-01
MYO5A	1.56E-03
AAAS	2.50E-01
ADCY5	1.00E-02
RAB11FIP4	1.00E+00
IDH3G	2.98E-03
RAD51D	6.00E-02
SULT1A1	7.00E-02
LILRB1	1.45E-03
SRRM2	1.70E-01
WASHC3	1.50E-01
SNCA	2.72E-03
USF2	3.00E-02
ACD	4.68E-03
SYT1	5.89E-04
MMP15	7.18E-03
FAM81B	4.65E-03
UBE3C	1.00E-02
FMNL1	6.00E-02
CACNA1H	8.48E-03
CYP17A1	6.00E-02
AGAP2	2.12E-03
MYO1D	1.00E-02
CBX4	6.00E-02
ASB14	5.00E-02
CSNK1E	2.00E-02
APOBEC2	2.28E-03
ITSN1	3.00E-02
BCL11B	2.00E-02
EIF2A	3.00E-02
ACOT4	1.80E-01
NDNF	8.00E-02
NEO1	1.00E+00
JARID2	2.70E-01
CUX2	2.30E-01
ERI1	1.51E-03
WNT7B	5.00E-02
IDI2	1.34E-03
FAM57B	1.30E-01
CELF6	1.00E+00
RNF146	7.00E-02
NSD2	1.00E+00
SLC35C2	2.00E-02
INSC	1.00E+00
ADAM21	1.00E+00
RNF217	1.00E+00
MYBL2	1.00E+00
PM20D1	2.00E-02
ZDHHC2	1.89E-03
MCM9	3.30E-01
PLA2G4E	3.00E-02
CDC42EP4	7.00E-02
C3	6.89E-04
FLII	4.47E-03
SLC6A8	1.40E-01
C1orf185	1.40E-01
ENC1	1.00E+00
KIF5C	8.52E-03
FARP2	1.90E-01
ING1	3.00E-02
WNT9B	7.00E-02
MSL2	8.00E-02
INTS7	1.00E+00
CMPK2	1.00E+00
QRICH1	1.00E+00
PCNX1	3.30E-01
SLC24A1	2.00E-02
AMOTL1	3.10E-01
LZTR1	3.00E-02
DBF4	8.85E-03
PSMD6	5.00E-02
ANKS4B	2.36E-03
TTC17	3.70E-01
ARF3	1.08E-03
KLC1	3.20E-01
MBNL1	1.00E-02
EFCAB8	3.20E-01
CDH24	5.69E-03
CCNO	1.30E-01
AGPAT5	2.00E-02
LRRC4	7.00E-02
TRIT1	1.78E-03
APEX1	1.70E-01
HHAT	5.00E-02
MSH6	1.00E-02
TANC2	1.00E+00
SCN10A	1.10E-01
CFAP70	2.00E-02
TIFA	1.50E-01
MYH2	6.00E-02
TNRC6B	6.00E-02
PRDM9	2.00E-02
ULK1	1.00E+00
RBM48	6.00E-02
IFITM1	1.00E+00
IQCC	6.60E-03
TCEAL1	1.00E+00
ZBTB18	1.10E-01
MCPH1	5.00E-02
PDCD6	2.97E-03
STMN2	8.95E-03
SMAD4	6.00E-02
CHRNA9	4.12E-03
GCNT7	2.70E-01
NSD1	3.75E-03
RIPPLY1	1.00E+00
PARN	4.00E-02
SHC2	1.00E-02
THRAP3	1.00E-02
SRGAP3	2.04E-03
PCDHA8	4.00E-02
EPHB1	3.00E-02
APBB1	1.00E+00
TCERG1	1.60E-01
TTC37	1.00E+00
GRAMD1B	6.40E-03
HIST1H4J	1.00E-02
ZNF813	1.30E-01
TXNDC16	5.00E-02
ZMYM2	1.50E-01
BICRA	1.00E+00
PODN	2.03E-03
PLEKHO1	1.20E-01
KCNG3	5.31E-03
GAB3	2.00E-01
HRASLS2	7.36E-03
UCKL1	1.00E-02
BST2	1.00E+00
FOXP2	1.00E-02
DUX4L4	1.00E+00
RIC1	9.72E-03
ZNF559	3.00E-02
NACC1	1.00E-01
CPT1B	3.00E-02
HELZ2	9.00E-02
CST2	1.00E+00
AR	2.20E-01
BTRC	4.60E-01
